Geographic Area Name,CBSA code,Metro vs Micro,Population,States,Primary State,Primary State Name
"Chambersburg, PA Metro Area",16540,Metropolitan Statistical Area,156626,PA,PA,Pennsylvania
"Champaign-Urbana, IL Metro Area",16580,Metropolitan Statistical Area,236196,IL,IL,Illinois
"Charleston, WV Metro Area",16620,Metropolitan Statistical Area,207456,WV,WV,West Virginia
"Charleston-North Charleston, SC Metro Area",16700,Metropolitan Statistical Area,817756,SC,SC,South Carolina
"Charlotte-Concord-Gastonia, NC-SC Metro Area",16740,Metropolitan Statistical Area,2712818,NC-SC,NC,North Carolina
"Charlottesville, VA Metro Area",16820,Metropolitan Statistical Area,222937,VA,VA,Virginia
"Chattanooga, TN-GA Metro Area",16860,Metropolitan Statistical Area,569333,TN-GA,TN,Tennessee
"Cheyenne, WY Metro Area",16940,Metropolitan Statistical Area,100661,WY,WY,Wyoming
"Chicago-Naperville-Elgin, IL-IN Metro Area",16980,Metropolitan Statistical Area,9359555,IL-IN,IL,Illinois
"Chico, CA Metro Area",17020,Metropolitan Statistical Area,209470,CA,CA,California
"Cincinnati, OH-KY-IN Metro Area",17140,Metropolitan Statistical Area,2255257,OH-KY-IN,OH,Ohio
"Clarksville, TN-KY Metro Area",17300,Metropolitan Statistical Area,328626,TN-KY,TN,Tennessee
"Cleveland, OH Metro Area",17410,Metropolitan Statistical Area,2171978,OH,OH,Ohio
"Cleveland, TN Metro Area",17420,Metropolitan Statistical Area,127445,TN,TN,Tennessee
"Coeur d'Alene, ID Metro Area",17660,Metropolitan Statistical Area,177736,ID,ID,Idaho
"College Station-Bryan, TX Metro Area",17780,Metropolitan Statistical Area,273280,TX,TX,Texas
"Colorado Springs, CO Metro Area",17820,Metropolitan Statistical Area,760782,CO,CO,Colorado
"Columbia, MO Metro Area",17860,Metropolitan Statistical Area,212850,MO,MO,Missouri
"Columbia, SC Metro Area",17900,Metropolitan Statistical Area,839868,SC,SC,South Carolina
"Columbus, GA-AL Metro Area",17980,Metropolitan Statistical Area,326136,GA-AL,GA,Georgia
"Columbus, IN Metro Area",18020,Metropolitan Statistical Area,82881,IN,IN,Indiana
"Columbus, OH Metro Area",18140,Metropolitan Statistical Area,2151847,OH,OH,Ohio
"Corpus Christi, TX Metro Area",18580,Metropolitan Statistical Area,446797,TX,TX,Texas
"Corvallis, OR Metro Area",18700,Metropolitan Statistical Area,96359,OR,OR,Oregon
"Crestview-Fort Walton Beach-Destin, FL Metro Area",18880,Metropolitan Statistical Area,294127,FL,FL,Florida
"Dallas-Fort Worth-Arlington, TX Metro Area",19100,Metropolitan Statistical Area,7807555,TX,TX,Texas
"Dalton, GA Metro Area",19140,Metropolitan Statistical Area,143400,GA,GA,Georgia
"Daphne-Fairhope-Foley, AL Metro Area",19300,Metropolitan Statistical Area,239945,AL,AL,Alabama
"Davenport-Moline-Rock Island, IA-IL Metro Area",19340,Metropolitan Statistical Area,381864,IA-IL,IA,Iowa
"Dayton-Kettering-Beavercreek, OH Metro Area",19430,Metropolitan Statistical Area,813608,OH,OH,Ohio
"Decatur, AL Metro Area",19460,Metropolitan Statistical Area,156924,AL,AL,Alabama
"Decatur, IL Metro Area",19500,Metropolitan Statistical Area,102591,IL,IL,Illinois
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",19660,Metropolitan Statistical Area,689939,FL,FL,Florida
"Denver-Aurora-Centennial, CO Metro Area",19740,Metropolitan Statistical Area,2977085,CO,CO,Colorado
"Des Moines-West Des Moines, IA Metro Area",19780,Metropolitan Statistical Area,720331,IA,IA,Iowa
"Detroit-Warren-Dearborn, MI Metro Area",19820,Metropolitan Statistical Area,4367620,MI,MI,Michigan
"Dothan, AL Metro Area",20020,Metropolitan Statistical Area,151804,AL,AL,Alabama
"Dover, DE Metro Area",20100,Metropolitan Statistical Area,185043,DE,DE,Delaware
"Dubuque, IA Metro Area",20220,Metropolitan Statistical Area,98948,IA,IA,Iowa
"Duluth, MN-WI Metro Area",20260,Metropolitan Statistical Area,280710,MN-WI,MN,Minnesota
"Durham-Chapel Hill, NC Metro Area",20500,Metropolitan Statistical Area,594291,NC,NC,North Carolina
"Eagle Pass, TX Metro Area",20580,Metropolitan Statistical Area,57770,TX,TX,Texas
"Eau Claire, WI Metro Area",20740,Metropolitan Statistical Area,172886,WI,WI,Wisconsin
"El Centro, CA Metro Area",20940,Metropolitan Statistical Area,179319,CA,CA,California
"Elizabethtown, KY Metro Area",21060,Metropolitan Statistical Area,126480,KY,KY,Kentucky
"Elkhart-Goshen, IN Metro Area",21140,Metropolitan Statistical Area,206868,IN,IN,Indiana
"Elmira, NY Metro Area",21300,Metropolitan Statistical Area,82805,NY,NY,New York
"El Paso, TX Metro Area",21340,Metropolitan Statistical Area,869606,TX,TX,Texas
"Enid, OK Metro Area",21420,Metropolitan Statistical Area,62322,OK,OK,Oklahoma
"Erie, PA Metro Area",21500,Metropolitan Statistical Area,269544,PA,PA,Pennsylvania
"Eugene-Springfield, OR Metro Area",21660,Metropolitan Statistical Area,382628,OR,OR,Oregon
"Evansville, IN Metro Area",21780,Metropolitan Statistical Area,269721,IN,IN,Indiana
"Fairbanks-College, AK Metro Area",21820,Metropolitan Statistical Area,95555,AK,AK,Alaska
"Fargo, ND-MN Metro Area",22020,Metropolitan Statistical Area,254914,ND-MN,ND,North Dakota
"Farmington, NM Metro Area",22140,Metropolitan Statistical Area,121178,NM,NM,New Mexico
"Fayetteville, NC Metro Area",22180,Metropolitan Statistical Area,389851,NC,NC,North Carolina
"Fayetteville-Springdale-Rogers, AR Metro Area",22220,Metropolitan Statistical Area,563436,AR,AR,Arkansas
"Flagstaff, AZ Metro Area",22380,Metropolitan Statistical Area,144643,AZ,AZ,Arizona
"Flint, MI Metro Area",22420,Metropolitan Statistical Area,404087,MI,MI,Michigan
"Florence, SC Metro Area",22500,Metropolitan Statistical Area,199675,SC,SC,South Carolina
"Florence-Muscle Shoals, AL Metro Area",22520,Metropolitan Statistical Area,152685,AL,AL,Alabama
"Fond du Lac, WI Metro Area",22540,Metropolitan Statistical Area,104053,WI,WI,Wisconsin
"Fort Collins-Loveland, CO Metro Area",22660,Metropolitan Statistical Area,363561,CO,CO,Colorado
"Fort Smith, AR-OK Metro Area",22900,Metropolitan Statistical Area,228916,AR-OK,AR,Arkansas
"Fort Wayne, IN Metro Area",23060,Metropolitan Statistical Area,451440,IN,IN,Indiana
"Fresno, CA Metro Area",23420,Metropolitan Statistical Area,1170942,CA,CA,California
"Gadsden, AL Metro Area",23460,Metropolitan Statistical Area,103208,AL,AL,Alabama
"Gainesville, FL Metro Area",23540,Metropolitan Statistical Area,344521,FL,FL,Florida
"Gainesville, GA Metro Area",23580,Metropolitan Statistical Area,208395,GA,GA,Georgia
"Gettysburg, PA Metro Area",23900,Metropolitan Statistical Area,105183,PA,PA,Pennsylvania
"Glens Falls, NY Metro Area",24020,Metropolitan Statistical Area,126443,NY,NY,New York
"Goldsboro, NC Metro Area",24140,Metropolitan Statistical Area,117606,NC,NC,North Carolina
"Grand Forks, ND-MN Metro Area",24220,Metropolitan Statistical Area,103669,ND-MN,ND,North Dakota
"Grand Island, NE Metro Area",24260,Metropolitan Statistical Area,76619,NE,NE,Nebraska
"Grand Junction, CO Metro Area",24300,Metropolitan Statistical Area,157316,CO,CO,Colorado
"Grand Rapids-Wyoming-Kentwood, MI Metro Area",24340,Metropolitan Statistical Area,1154320,MI,MI,Michigan
"Grants Pass, OR Metro Area",24420,Metropolitan Statistical Area,88069,OR,OR,Oregon
"Great Falls, MT Metro Area",24500,Metropolitan Statistical Area,84601,MT,MT,Montana
"Greeley, CO Metro Area",24540,Metropolitan Statistical Area,340711,CO,CO,Colorado
"Green Bay, WI Metro Area",24580,Metropolitan Statistical Area,329375,WI,WI,Wisconsin
"Greensboro-High Point, NC Metro Area",24660,Metropolitan Statistical Area,779894,NC,NC,North Carolina
"Greenville, NC Metro Area",24780,Metropolitan Statistical Area,172279,NC,NC,North Carolina
"Greenville-Anderson-Greer, SC Metro Area",24860,Metropolitan Statistical Area,945301,SC,SC,South Carolina
"Guayama, PR Metro Area",25020,Metropolitan Statistical Area,67171,PR,PR,Puerto Rico
"Gulfport-Biloxi, MS Metro Area",25060,Metropolitan Statistical Area,418452,MS,MS,Mississippi
"Hagerstown-Martinsburg, MD-WV Metro Area",25180,Metropolitan Statistical Area,298525,MD-WV,MD,Maryland
"Hammond, LA Metro Area",25220,Metropolitan Statistical Area,135218,LA,LA,Louisiana
"Hanford-Corcoran, CA Metro Area",25260,Metropolitan Statistical Area,152830,CA,CA,California
"Harrisburg-Carlisle, PA Metro Area",25420,Metropolitan Statistical Area,597894,PA,PA,Pennsylvania
"Harrisonburg, VA Metro Area",25500,Metropolitan Statistical Area,136231,VA,VA,Virginia
"Hartford-West Hartford-East Hartford, CT Metro Area",25540,Metropolitan Statistical Area,1144012,CT,CT,Connecticut
"Hattiesburg, MS Metro Area",25620,Metropolitan Statistical Area,154567,MS,MS,Mississippi
"Helena, MT Metro Area",25740,Metropolitan Statistical Area,92391,MT,MT,Montana
"Hickory-Lenoir-Morganton, NC Metro Area",25860,Metropolitan Statistical Area,366972,NC,NC,North Carolina
"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",25940,Metropolitan Statistical Area,222781,SC,SC,South Carolina
"Hinesville, GA Metro Area",25980,Metropolitan Statistical Area,84338,GA,GA,Georgia
"Homosassa Springs, FL Metro Area",26140,Metropolitan Statistical Area,158693,FL,FL,Florida
"Hot Springs, AR Metro Area",26300,Metropolitan Statistical Area,100062,AR,AR,Arkansas
"Houma-Bayou Cane-Thibodaux, LA Metro Area",26380,Metropolitan Statistical Area,204032,LA,LA,Louisiana
"Houston-Pasadena-The Woodlands, TX Metro Area",26420,Metropolitan Statistical Area,7274714,TX,TX,Texas
"Huntington-Ashland, WV-KY-OH Metro Area",26580,Metropolitan Statistical Area,372801,WV-KY-OH,WV,West Virginia
"Huntsville, AL Metro Area",26620,Metropolitan Statistical Area,504712,AL,AL,Alabama
"Idaho Falls, ID Metro Area",26820,Metropolitan Statistical Area,161944,ID,ID,Idaho
"Indianapolis-Carmel-Greenwood, IN Metro Area",26900,Metropolitan Statistical Area,2106327,IN,IN,Indiana
"Iowa City, IA Metro Area",26980,Metropolitan Statistical Area,177420,IA,IA,Iowa
"Ithaca, NY Metro Area",27060,Metropolitan Statistical Area,102879,NY,NY,New York
"Jackson, MI Metro Area",27100,Metropolitan Statistical Area,160187,MI,MI,Michigan
"Jackson, MS Metro Area",27140,Metropolitan Statistical Area,615908,MS,MS,Mississippi
"Jackson, TN Metro Area",27180,Metropolitan Statistical Area,180844,TN,TN,Tennessee
"Jacksonville, FL Metro Area",27260,Metropolitan Statistical Area,1645707,FL,FL,Florida
"Jacksonville, NC Metro Area",27340,Metropolitan Statistical Area,208537,NC,NC,North Carolina
"Janesville-Beloit, WI Metro Area",27500,Metropolitan Statistical Area,163944,WI,WI,Wisconsin
"Jefferson City, MO Metro Area",27620,Metropolitan Statistical Area,150147,MO,MO,Missouri
"Johnson City, TN Metro Area",27740,Metropolitan Statistical Area,208934,TN,TN,Tennessee
"Johnstown, PA Metro Area",27780,Metropolitan Statistical Area,132355,PA,PA,Pennsylvania
"Jonesboro, AR Metro Area",27860,Metropolitan Statistical Area,134837,AR,AR,Arkansas
"Joplin, MO-KS Metro Area",27900,Metropolitan Statistical Area,202258,MO-KS,MO,Missouri
"Kahului-Wailuku, HI Metro Area",27980,Metropolitan Statistical Area,164675,HI,HI,Hawaii
"Kalamazoo-Portage, MI Metro Area",28020,Metropolitan Statistical Area,261437,MI,MI,Michigan
"Kankakee, IL Metro Area",28100,Metropolitan Statistical Area,106833,IL,IL,Illinois
"Kansas City, MO-KS Metro Area",28140,Metropolitan Statistical Area,2202006,MO-KS,MO,Missouri
"Kennewick-Richland, WA Metro Area",28420,Metropolitan Statistical Area,307900,WA,WA,Washington
"Kenosha, WI Metro Area",28450,Metropolitan Statistical Area,168413,WI,WI,Wisconsin
"Killeen-Temple, TX Metro Area",28660,Metropolitan Statistical Area,485850,TX,TX,Texas
"Kingsport-Bristol, TN-VA Metro Area",28700,Metropolitan Statistical Area,309580,TN-VA,TN,Tennessee
"Kingston, NY Metro Area",28740,Metropolitan Statistical Area,182109,NY,NY,New York
"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",28880,Metropolitan Statistical Area,700984,NY,NY,New York
"Knoxville, TN Metro Area",28940,Metropolitan Statistical Area,919553,TN,TN,Tennessee
"Kokomo, IN Metro Area",29020,Metropolitan Statistical Area,83610,IN,IN,Indiana
"La Crosse-Onalaska, WI-MN Metro Area",29100,Metropolitan Statistical Area,169945,WI-MN,WI,Wisconsin
"Lafayette, LA Metro Area",29180,Metropolitan Statistical Area,410883,LA,LA,Louisiana
"Lafayette-West Lafayette, IN Metro Area",29200,Metropolitan Statistical Area,225019,IN,IN,Indiana
"Lake Charles, LA Metro Area",29340,Metropolitan Statistical Area,245973,LA,LA,Louisiana
"Lake Havasu City-Kingman, AZ Metro Area",29420,Metropolitan Statistical Area,217420,AZ,AZ,Arizona
"Lakeland-Winter Haven, FL Metro Area",29460,Metropolitan Statistical Area,760961,FL,FL,Florida
"Lancaster, PA Metro Area",29540,Metropolitan Statistical Area,555151,PA,PA,Pennsylvania
"Lansing-East Lansing, MI Metro Area",29620,Metropolitan Statistical Area,470434,MI,MI,Michigan
"Laredo, TX Metro Area",29700,Metropolitan Statistical Area,267731,TX,TX,Texas
"Las Cruces, NM Metro Area",29740,Metropolitan Statistical Area,221665,NM,NM,New Mexico
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",29820,Metropolitan Statistical Area,2293764,NV,NV,Nevada
"Lawrence, KS Metro Area",29940,Metropolitan Statistical Area,119547,KS,KS,Kansas
"Lawton, OK Metro Area",30020,Metropolitan Statistical Area,127174,OK,OK,Oklahoma
"Lebanon, PA Metro Area",30140,Metropolitan Statistical Area,143592,PA,PA,Pennsylvania
"Lewiston, ID-WA Metro Area",30300,Metropolitan Statistical Area,64901,ID-WA,ID,Idaho
"Lewiston-Auburn, ME Metro Area",30340,Metropolitan Statistical Area,112323,ME,ME,Maine
"Lexington-Fayette, KY Metro Area",30460,Metropolitan Statistical Area,517378,KY,KY,Kentucky
"Lexington Park, MD Metro Area",30500,Metropolitan Statistical Area,208163,MD,MD,Maryland
"Lima, OH Metro Area",30620,Metropolitan Statistical Area,101685,OH,OH,Ohio
"Lincoln, NE Metro Area",30700,Metropolitan Statistical Area,341309,NE,NE,Nebraska
"Little Rock-North Little Rock-Conway, AR Metro Area",30780,Metropolitan Statistical Area,753605,AR,AR,Arkansas
"Logan, UT-ID Metro Area",30860,Metropolitan Statistical Area,151746,UT-ID,UT,Utah
"Longview, TX Metro Area",30980,Metropolitan Statistical Area,288921,TX,TX,Texas
"Longview-Kelso, WA Metro Area",31020,Metropolitan Statistical Area,111539,WA,WA,Washington
"Los Angeles-Long Beach-Anaheim, CA Metro Area",31080,Metropolitan Statistical Area,13012469,CA,CA,California
"Louisville/Jefferson County, KY-IN Metro Area",31140,Metropolitan Statistical Area,1361847,KY-IN,KY,Kentucky
"Lubbock, TX Metro Area",31180,Metropolitan Statistical Area,354782,TX,TX,Texas
"Lynchburg, VA Metro Area",31340,Metropolitan Statistical Area,262716,VA,VA,Virginia
"Macon-Bibb County, GA Metro Area",31420,Metropolitan Statistical Area,234040,GA,GA,Georgia
"Madison, WI Metro Area",31540,Metropolitan Statistical Area,683967,WI,WI,Wisconsin
"Manchester-Nashua, NH Metro Area",31700,Metropolitan Statistical Area,424732,NH,NH,New Hampshire
"Manhattan, KS Metro Area",31740,Metropolitan Statistical Area,133413,KS,KS,Kansas
"Mankato, MN Metro Area",31860,Metropolitan Statistical Area,103736,MN,MN,Minnesota
"Mansfield, OH Metro Area",31900,Metropolitan Statistical Area,125138,OH,OH,Ohio
"Mayagüez, PR Metro Area",32420,Metropolitan Statistical Area,211487,PR,PR,Puerto Rico
"McAllen-Edinburg-Mission, TX Metro Area",32580,Metropolitan Statistical Area,880921,TX,TX,Texas
"Medford, OR Metro Area",32780,Metropolitan Statistical Area,222563,OR,OR,Oregon
"Memphis, TN-MS-AR Metro Area",32820,Metropolitan Statistical Area,1341606,TN-MS-AR,TN,Tennessee
"Merced, CA Metro Area",32900,Metropolitan Statistical Area,285597,CA,CA,California
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",33100,Metropolitan Statistical Area,6138876,FL,FL,Florida
"Michigan City-La Porte, IN Metro Area",33140,Metropolitan Statistical Area,112141,IN,IN,Indiana
"Midland, MI Metro Area",33220,Metropolitan Statistical Area,83641,MI,MI,Michigan
"Midland, TX Metro Area",33260,Metropolitan Statistical Area,176726,TX,TX,Texas
"Milwaukee-Waukesha, WI Metro Area",33340,Metropolitan Statistical Area,1566361,WI,WI,Wisconsin
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",33460,Metropolitan Statistical Area,3693351,MN-WI,MN,Minnesota
"Minot, ND Metro Area",33500,Metropolitan Statistical Area,76773,ND,ND,North Dakota
"Missoula, MT Metro Area",33540,Metropolitan Statistical Area,124435,MT,MT,Montana
"Mobile, AL Metro Area",33660,Metropolitan Statistical Area,413162,AL,AL,Alabama
"Modesto, CA Metro Area",33700,Metropolitan Statistical Area,552250,CA,CA,California
"Monroe, LA Metro Area",33740,Metropolitan Statistical Area,224705,LA,LA,Louisiana
"Monroe, MI Metro Area",33780,Metropolitan Statistical Area,155001,MI,MI,Michigan
"Montgomery, AL Metro Area",33860,Metropolitan Statistical Area,385159,AL,AL,Alabama
"Morgantown, WV Metro Area",34060,Metropolitan Statistical Area,140724,WV,WV,West Virginia
"Morristown, TN Metro Area",34100,Metropolitan Statistical Area,120765,TN,TN,Tennessee
"Mount Vernon-Anacortes, WA Metro Area",34580,Metropolitan Statistical Area,130407,WA,WA,Washington
"Muncie, IN Metro Area",34620,Metropolitan Statistical Area,112109,IN,IN,Indiana
"Muskegon-Norton Shores, MI Metro Area",34740,Metropolitan Statistical Area,175378,MI,MI,Michigan
"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",34820,Metropolitan Statistical Area,368937,SC,SC,South Carolina
"Napa, CA Metro Area",34900,Metropolitan Statistical Area,136070,CA,CA,California
"Naples-Marco Island, FL Metro Area",34940,Metropolitan Statistical Area,387681,FL,FL,Florida
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",34980,Metropolitan Statistical Area,2043713,TN,TN,Tennessee
"New Haven, CT Metro Area",35300,Metropolitan Statistical Area,566803,CT,CT,Connecticut
"New Orleans-Metairie, LA Metro Area",35380,Metropolitan Statistical Area,988763,LA,LA,Louisiana
"New York-Newark-Jersey City, NY-NJ Metro Area",35620,Metropolitan Statistical Area,19756722,NY-NJ,NY,New York
"Niles, MI Metro Area",35660,Metropolitan Statistical Area,153411,MI,MI,Michigan
"North Port-Bradenton-Sarasota, FL Metro Area",35840,Metropolitan Statistical Area,865031,FL,FL,Florida
"Norwich-New London-Willimantic, CT Metro Area",35980,Metropolitan Statistical Area,279025,CT,CT,Connecticut
"Ocala, FL Metro Area",36100,Metropolitan Statistical Area,387697,FL,FL,Florida
"Odessa, TX Metro Area",36220,Metropolitan Statistical Area,163206,TX,TX,Texas
"Ogden, UT Metro Area",36260,Metropolitan Statistical Area,645510,UT,UT,Utah
"Oklahoma City, OK Metro Area",36420,Metropolitan Statistical Area,1445122,OK,OK,Oklahoma
"Olympia-Lacey-Tumwater, WA Metro Area",36500,Metropolitan Statistical Area,296640,WA,WA,Washington
"Omaha, NE-IA Metro Area",36540,Metropolitan Statistical Area,972840,NE-IA,NE,Nebraska
"Orlando-Kissimmee-Sanford, FL Metro Area",36740,Metropolitan Statistical Area,2721022,FL,FL,Florida
"Oshkosh-Neenah, WI Metro Area",36780,Metropolitan Statistical Area,171357,WI,WI,Wisconsin
"Owensboro, KY Metro Area",36980,Metropolitan Statistical Area,112322,KY,KY,Kentucky
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",37100,Metropolitan Statistical Area,838259,CA,CA,California
"Paducah, KY-IL Metro Area",37140,Metropolitan Statistical Area,102924,KY-IL,KY,Kentucky
"Palm Bay-Melbourne-Titusville, FL Metro Area",37340,Metropolitan Statistical Area,620533,FL,FL,Florida
"Panama City-Panama City Beach, FL Metro Area",37460,Metropolitan Statistical Area,206627,FL,FL,Florida
"Parkersburg-Vienna, WV Metro Area",37620,Metropolitan Statistical Area,88960,WV,WV,West Virginia
"Pensacola-Ferry Pass-Brent, FL Metro Area",37860,Metropolitan Statistical Area,516994,FL,FL,Florida
"Peoria, IL Metro Area",37900,Metropolitan Statistical Area,365773,IL,IL,Illinois
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",37980,Metropolitan Statistical Area,6241882,PA-NJ-DE-MD,PA,Pennsylvania
"Phoenix-Mesa-Chandler, AZ Metro Area",38060,Metropolitan Statistical Area,4941206,AZ,AZ,Arizona
"Pinehurst-Southern Pines, NC Metro Area",38240,Metropolitan Statistical Area,102840,NC,NC,North Carolina
"Pittsburgh, PA Metro Area",38300,Metropolitan Statistical Area,2443921,PA,PA,Pennsylvania
"Pittsfield, MA Metro Area",38340,Metropolitan Statistical Area,128047,MA,MA,Massachusetts
"Pocatello, ID Metro Area",38540,Metropolitan Statistical Area,88457,ID,ID,Idaho
"Ponce, PR Metro Area",38660,Metropolitan Statistical Area,273739,PR,PR,Puerto Rico
"Portland-South Portland, ME Metro Area",38860,Metropolitan Statistical Area,557764,ME,ME,Maine
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",38900,Metropolitan Statistical Area,2510529,OR-WA,OR,Oregon
"Port St. Lucie, FL Metro Area",38940,Metropolitan Statistical Area,506701,FL,FL,Florida
"Prescott Valley-Prescott, AZ Metro Area",39150,Metropolitan Statistical Area,241656,AZ,AZ,Arizona
"Providence-Warwick, RI-MA Metro Area",39300,Metropolitan Statistical Area,1673807,RI-MA,RI,Rhode Island
"Provo-Orem-Lehi, UT Metro Area",39340,Metropolitan Statistical Area,695895,UT,UT,Utah
"Pueblo, CO Metro Area",39380,Metropolitan Statistical Area,168726,CO,CO,Colorado
"Punta Gorda, FL Metro Area",39460,Metropolitan Statistical Area,195083,FL,FL,Florida
"Racine-Mount Pleasant, WI Metro Area",39540,Metropolitan Statistical Area,196888,WI,WI,Wisconsin
"Raleigh-Cary, NC Metro Area",39580,Metropolitan Statistical Area,1449594,NC,NC,North Carolina
"Rapid City, SD Metro Area",39660,Metropolitan Statistical Area,151064,SD,SD,South Dakota
"Reading, PA Metro Area",39740,Metropolitan Statistical Area,429989,PA,PA,Pennsylvania
"Redding, CA Metro Area",39820,Metropolitan Statistical Area,181554,CA,CA,California
"Reno, NV Metro Area",39900,Metropolitan Statistical Area,556539,NV,NV,Nevada
"Richmond, VA Metro Area",40060,Metropolitan Statistical Area,1327321,VA,VA,Virginia
"Riverside-San Bernardino-Ontario, CA Metro Area",40140,Metropolitan Statistical Area,4637725,CA,CA,California
"Roanoke, VA Metro Area",40220,Metropolitan Statistical Area,314661,VA,VA,Virginia
"Rochester, MN Metro Area",40340,Metropolitan Statistical Area,227252,MN,MN,Minnesota
"Rochester, NY Metro Area",40380,Metropolitan Statistical Area,1058875,NY,NY,New York
"Rockford, IL Metro Area",40420,Metropolitan Statistical Area,336605,IL,IL,Illinois
"Rocky Mount, NC Metro Area",40580,Metropolitan Statistical Area,144228,NC,NC,North Carolina
"Rome, GA Metro Area",40660,Metropolitan Statistical Area,98985,GA,GA,Georgia
"Sacramento-Roseville-Folsom, CA Metro Area",40900,Metropolitan Statistical Area,2406563,CA,CA,California
"Saginaw, MI Metro Area",40980,Metropolitan Statistical Area,189210,MI,MI,Michigan
"St. Cloud, MN Metro Area",41060,Metropolitan Statistical Area,200816,MN,MN,Minnesota
"St. George, UT Metro Area",41100,Metropolitan Statistical Area,189827,UT,UT,Utah
"St. Joseph, MO-KS Metro Area",41140,Metropolitan Statistical Area,120609,MO-KS,MO,Missouri
"St. Louis, MO-IL Metro Area",41180,Metropolitan Statistical Area,2809414,MO-IL,MO,Missouri
"Salem, OR Metro Area",41420,Metropolitan Statistical Area,435085,OR,OR,Oregon
"Salinas, CA Metro Area",41500,Metropolitan Statistical Area,435834,CA,CA,California
"Salisbury, MD Metro Area",41540,Metropolitan Statistical Area,128802,MD,MD,Maryland
"Salt Lake City-Murray, UT Metro Area",41620,Metropolitan Statistical Area,1261337,UT,UT,Utah
"San Angelo, TX Metro Area",41660,Metropolitan Statistical Area,120830,TX,TX,Texas
"San Antonio-New Braunfels, TX Metro Area",41700,Metropolitan Statistical Area,2612802,TX,TX,Texas
"San Diego-Chula Vista-Carlsbad, CA Metro Area",41740,Metropolitan Statistical Area,3282782,CA,CA,California
"Sandusky, OH Metro Area",41780,Metropolitan Statistical Area,115099,OH,OH,Ohio
"San Francisco-Oakland-Fremont, CA Metro Area",41860,Metropolitan Statistical Area,4653593,CA,CA,California
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",41940,Metropolitan Statistical Area,1969353,CA,CA,California
"San Juan-Bayamón-Caguas, PR Metro Area",41980,Metropolitan Statistical Area,2063795,PR,PR,Puerto Rico
"San Luis Obispo-Paso Robles, CA Metro Area",42020,Metropolitan Statistical Area,281486,CA,CA,California
"Santa Cruz-Watsonville, CA Metro Area",42100,Metropolitan Statistical Area,266021,CA,CA,California
"Santa Fe, NM Metro Area",42140,Metropolitan Statistical Area,155175,NM,NM,New Mexico
"Santa Maria-Santa Barbara, CA Metro Area",42200,Metropolitan Statistical Area,443975,CA,CA,California
"Santa Rosa-Petaluma, CA Metro Area",42220,Metropolitan Statistical Area,485642,CA,CA,California
"Savannah, GA Metro Area",42340,Metropolitan Statistical Area,412089,GA,GA,Georgia
"Scranton--Wilkes-Barre, PA Metro Area",42540,Metropolitan Statistical Area,567887,PA,PA,Pennsylvania
"Seattle-Tacoma-Bellevue, WA Metro Area",42660,Metropolitan Statistical Area,4021467,WA,WA,Washington
"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",42680,Metropolitan Statistical Area,163856,FL,FL,Florida
"Sebring, FL Metro Area",42700,Metropolitan Statistical Area,103808,FL,FL,Florida
"Sheboygan, WI Metro Area",43100,Metropolitan Statistical Area,117783,WI,WI,Wisconsin
"Sherman-Denison, TX Metro Area",43300,Metropolitan Statistical Area,139988,TX,TX,Texas
"Shreveport-Bossier City, LA Metro Area",43340,Metropolitan Statistical Area,389004,LA,LA,Louisiana
"Sierra Vista-Douglas, AZ Metro Area",43420,Metropolitan Statistical Area,125458,AZ,AZ,Arizona
"Sioux City, IA-NE-SD Metro Area",43580,Metropolitan Statistical Area,144007,IA-NE-SD,IA,Iowa
"Sioux Falls, SD-MN Metro Area",43620,Metropolitan Statistical Area,293107,SD-MN,SD,South Dakota
"Slidell-Mandeville-Covington, LA Metro Area",43640,Metropolitan Statistical Area,269331,LA,LA,Louisiana
"South Bend-Mishawaka, IN-MI Metro Area",43780,Metropolitan Statistical Area,324180,IN-MI,IN,Indiana
"Spartanburg, SC Metro Area",43900,Metropolitan Statistical Area,365086,SC,SC,South Carolina
"Spokane-Spokane Valley, WA Metro Area",44060,Metropolitan Statistical Area,591793,WA,WA,Washington
"Springfield, IL Metro Area",44100,Metropolitan Statistical Area,207386,IL,IL,Illinois
"Springfield, MA Metro Area",44140,Metropolitan Statistical Area,462853,MA,MA,Massachusetts
"Springfield, MO Metro Area",44180,Metropolitan Statistical Area,481671,MO,MO,Missouri
"Springfield, OH Metro Area",44220,Metropolitan Statistical Area,135445,OH,OH,Ohio
"State College, PA Metro Area",44300,Metropolitan Statistical Area,158041,PA,PA,Pennsylvania
